                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.0323,                 1.0701,                 1.2167,                0.75384,                0.73905,                0.81056,                0.56693,                 1.1364,                 1.0378,                 1.2969,              0.0008218,              0.0008218,              0.0008218
                     21,                  1.033,                 1.0339,                 1.2055,                0.68872,                0.76963,                0.79844,                0.55266,                 1.1287,                 1.0817,                 1.2978,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.0257,                 1.0207,                 1.2185,                 0.7847,                0.74207,                0.83278,                 0.5785,                 1.1079,                 1.0255,                 1.2854,               0.000802,               0.000802,               0.000802
                     23,                 1.0119,                 1.0021,                 1.2041,                0.81245,                0.71322,                0.81822,                0.57565,                 1.1074,                0.99435,                 1.2976,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.0102,                0.98984,                 1.1965,                0.81718,                 0.7592,                0.82049,                0.58421,                 1.0835,                 1.0362,                 1.2641,              0.0007822,              0.0007822,              0.0007822
                     25,                0.99874,                0.96542,                 1.1925,                0.77724,                0.76788,                0.83894,                0.58991,                 1.1003,                0.96174,                 1.2684,              0.0007723,              0.0007723,              0.0007723
                     26,                0.98117,                0.93708,                 1.1738,                0.80637,                0.76121,                0.83468,                0.59458,                 1.0602,                0.95152,                 1.2455,              0.0007624,              0.0007624,              0.0007624
                     27,                 0.9787,                0.93859,                 1.1735,                0.75276,                0.78213,                0.82511,                0.58893,                 1.0604,                0.99081,                 1.2503,              0.0007525,              0.0007525,              0.0007525
                     28,                0.97189,                0.91643,                 1.1744,                0.79874,                0.73912,                0.82957,                0.59254,                 1.0812,                0.96411,                 1.2604,              0.0007426,              0.0007426,              0.0007426
                     29,                0.95077,                0.90908,                 1.1565,                0.79038,                0.73353,                0.83235,                0.58669,                 1.0635,                0.96939,                  1.248,              0.0007327,              0.0007327,              0.0007327
                     30,                0.95344,                0.88859,                 1.1622,                0.75212,                0.76599,                0.81763,                0.58158,                 1.0619,                0.98394,                  1.235,              0.0007228,              0.0007228,              0.0007228
                     31,                0.94396,                0.86516,                 1.1543,                0.80816,                0.74462,                0.84263,                  0.602,                 1.0821,                0.94161,                 1.2557,              0.0007129,              0.0007129,              0.0007129
                     32,                0.93351,                 0.8739,                 1.1442,                0.79045,                0.78252,                0.83756,                0.60485,                 1.0445,                0.99484,                 1.2373,               0.000703,               0.000703,               0.000703
                     33,                 0.9214,                0.84592,                 1.1408,                0.82396,                 0.7574,                0.83915,                0.61892,                 1.0329,                 0.9055,                 1.2369,              0.0006931,              0.0006931,              0.0006931
                     34,                0.91424,                0.82761,                 1.1372,                0.81739,                0.73352,                 0.8084,                0.58648,                 1.0796,                 1.0121,                 1.2494,              0.0006832,              0.0006832,              0.0006832
                     35,                0.92908,                0.82817,                 1.1434,                0.82998,                0.76706,                0.84905,                0.62648,                  1.036,                0.90133,                 1.2404,              0.0006733,              0.0006733,              0.0006733
                     36,                0.91385,                0.82061,                 1.1395,                0.77891,                0.81682,                0.85454,                0.62727,                 1.0318,                0.86756,                 1.2163,              0.0006634,              0.0006634,              0.0006634
                     37,                0.89605,                0.80859,                 1.1295,                0.82192,                0.78506,                0.85017,                0.61956,                   1.05,                 0.8895,                 1.2435,              0.0006535,              0.0006535,              0.0006535
                     38,                0.90388,                0.80179,                 1.1285,                0.78214,                0.76579,                 0.8205,                0.60661,                 1.0177,                0.98935,                 1.2143,              0.0006436,              0.0006436,              0.0006436
                     39,                0.88601,                0.79704,                 1.1214,                0.80513,                  0.802,                0.85406,                0.62211,                 1.0433,                0.85311,                 1.2466,              0.0006337,              0.0006337,              0.0006337
                     40,                0.89708,                0.78928,                 1.1309,                0.80873,                0.75845,                 0.8532,                 0.6282,                 1.0169,                0.89718,                 1.2108,              0.0006238,              0.0006238,              0.0006238
                     41,                0.87429,                0.75264,                 1.1206,                0.80471,                0.81319,                0.86234,                0.63706,                0.99575,                0.87205,                 1.2048,              0.0006139,              0.0006139,              0.0006139
                     42,                0.86202,                0.74821,                 1.1149,                0.81063,                0.75846,                0.83246,                0.60864,                 1.0375,                0.92366,                  1.244,               0.000604,               0.000604,               0.000604
                     43,                0.85964,                0.73125,                 1.0968,                0.85768,                 0.8037,                0.86554,                0.63141,                  1.029,                0.86314,                 1.2308,              0.0005941,              0.0005941,              0.0005941
                     44,                0.84123,                0.71801,                  1.103,                0.84175,                 0.7771,                0.86546,                0.63193,                 1.0467,                0.87543,                 1.2449,              0.0005842,              0.0005842,              0.0005842
                     45,                0.83183,                0.69546,                 1.0858,                0.82686,                0.76391,                0.84547,                0.62188,                   1.03,                0.89306,                 1.2465,              0.0005743,              0.0005743,              0.0005743
                     46,                0.83977,                0.70639,                  1.095,                0.81234,                0.78639,                0.84309,                0.61619,                 1.0296,                0.86355,                 1.2275,              0.0005644,              0.0005644,              0.0005644
                     47,                0.83621,                0.70497,                 1.0931,                 0.8411,                0.78548,                0.85371,                 0.6147,                 1.0477,                0.89115,                 1.2226,              0.0005545,              0.0005545,              0.0005545
                     48,                0.81614,                0.65753,                 1.0791,                0.84195,                0.77747,                0.87169,                0.63689,                 1.0162,                0.83449,                 1.2234,              0.0005446,              0.0005446,              0.0005446
                     49,                  0.816,                0.67585,                 1.0817,                0.80101,                0.80918,                0.85032,                0.62839,                 1.0105,                0.85881,                 1.2166,              0.0005347,              0.0005347,              0.0005347
                     50,                0.80738,                0.67855,                 1.0777,                0.83439,                0.77946,                0.85939,                0.63823,                0.99694,                0.86146,                 1.1869,              0.0005248,              0.0005248,              0.0005248
                     51,                0.80482,                0.65011,                 1.0711,                0.80528,                0.83085,                0.86914,                0.64409,                 1.0151,                0.81763,                 1.2165,              0.0005149,              0.0005149,              0.0005149
                     52,                0.81357,                0.66415,                 1.0691,                0.82962,                0.79254,                0.86121,                 0.6454,                 1.0241,                0.85277,                 1.2152,               0.000505,               0.000505,               0.000505
                     53,                0.79866,                0.64475,                  1.067,                0.84605,                0.79109,                0.87214,                0.64327,                 1.0271,                0.83529,                 1.2272,              0.0004951,              0.0004951,              0.0004951
                     54,                0.78539,                0.64063,                 1.0618,                0.81213,                0.79763,                0.87192,                0.64904,                 1.0286,                0.82413,                 1.2426,              0.0004852,              0.0004852,              0.0004852
                     55,                0.79079,                0.64176,                 1.0633,                0.85253,                0.80092,                0.87653,                 0.6487,                 1.0061,                0.79836,                 1.2103,              0.0004753,              0.0004753,              0.0004753
                     56,                0.76708,                0.61886,                 1.0502,                0.82794,                0.81201,                 0.8649,                0.64299,                 1.0248,                 0.8549,                 1.2166,              0.0004654,              0.0004654,              0.0004654
                     57,                0.76642,                0.60779,                 1.0496,                0.85609,                0.77071,                0.86845,                0.65403,                0.99789,                 0.8399,                 1.2179,              0.0004555,              0.0004555,              0.0004555
                     58,                0.75926,                0.61023,                 1.0508,                0.83671,                0.81025,                0.86863,                0.65101,                 0.9889,                0.82534,                 1.2079,              0.0004456,              0.0004456,              0.0004456
                     59,                0.75243,                0.58966,                 1.0462,                0.85858,                0.78413,                0.87325,                0.64919,                   1.02,                0.81613,                 1.2367,              0.0004357,              0.0004357,              0.0004357
                     60,                0.74382,                0.58362,                 1.0357,                0.85506,                0.78512,                0.86908,                0.65133,                0.98777,                0.81979,                 1.2191,              0.0004258,              0.0004258,              0.0004258
                     61,                0.74518,                0.59579,                  1.044,                0.82018,                0.80608,                0.86983,                0.65275,                0.99664,                0.81963,                 1.2247,              0.0004159,              0.0004159,              0.0004159
                     62,                0.73764,                0.58282,                 1.0384,                0.82736,                0.81483,                 0.8738,                0.65347,                0.99954,                0.84299,                 1.2037,               0.000406,               0.000406,               0.000406
                     63,                0.73013,                0.56827,                 1.0305,                0.83555,                0.82423,                0.88037,                 0.6584,                0.98807,                0.82341,                 1.2061,              0.0003961,              0.0003961,              0.0003961
                     64,                0.74032,                0.57099,                 1.0376,                0.83295,                0.81408,                0.86963,                0.65156,                 1.0208,                0.82495,                 1.2387,              0.0003862,              0.0003862,              0.0003862
                     65,                0.72582,                0.55454,                 1.0293,                0.84576,                0.80918,                0.86525,                0.65328,                 0.9805,                0.82721,                 1.2142,              0.0003763,              0.0003763,              0.0003763
                     66,                0.72344,                0.55096,                 1.0324,                0.85753,                0.80053,                0.87345,                0.66101,                0.98912,                0.80725,                 1.2043,              0.0003664,              0.0003664,              0.0003664
                     67,                0.72684,                 0.5429,                 1.0282,                0.83765,                0.81669,                0.87156,                0.65945,                0.97179,                0.82184,                 1.2006,              0.0003565,              0.0003565,              0.0003565
                     68,                0.69805,                0.53812,                 1.0195,                0.86987,                0.77407,                0.87951,                0.66372,                0.99705,                0.80788,                 1.2211,              0.0003466,              0.0003466,              0.0003466
                     69,                0.69511,                0.52137,                 1.0108,                 0.8146,                0.80435,                0.87821,                 0.6647,                0.98097,                0.81413,                 1.2066,              0.0003367,              0.0003367,              0.0003367
                     70,                0.69591,                0.52652,                 1.0111,                 0.8468,                0.81062,                0.87303,                0.66129,                0.98838,                0.77945,                 1.2107,              0.0003268,              0.0003268,              0.0003268
                     71,                0.68602,                0.51968,                 1.0056,                0.86486,                0.79325,                0.87284,                 0.6638,                0.96554,                0.80844,                 1.1983,              0.0003169,              0.0003169,              0.0003169
                     72,                0.68477,                0.52369,                 1.0071,                0.87187,                0.78398,                0.87771,                0.66354,                0.98071,                0.81681,                 1.2128,               0.000307,               0.000307,               0.000307
                     73,                0.68217,                0.50982,                  1.013,                 0.8554,                0.80646,                0.87717,                 0.6728,                0.97083,                0.79901,                  1.208,              0.0002971,              0.0002971,              0.0002971
                     74,                0.66346,                0.50284,                 1.0015,                0.85402,                0.80984,                0.87733,                0.66642,                0.98532,                0.77957,                 1.2028,              0.0002872,              0.0002872,              0.0002872
                     75,                0.67405,                0.50481,                 1.0096,                0.87072,                0.81168,                  0.889,                0.68396,                0.97399,                0.76628,                 1.1921,              0.0002773,              0.0002773,              0.0002773
                     76,                0.66264,                0.49564,                 1.0061,                0.85969,                0.81515,                 0.8771,                 0.6659,                0.98513,                0.82086,                 1.2047,              0.0002674,              0.0002674,              0.0002674
                     77,                0.64348,                0.48319,                0.99009,                0.84746,                0.83237,                0.87213,                0.66661,                 0.9824,                0.79496,                 1.2045,              0.0002575,              0.0002575,              0.0002575
                     78,                0.65756,                0.49108,                0.99262,                 0.8671,                0.79399,                 0.8731,                 0.6612,                 1.0009,                0.83043,                 1.2294,              0.0002476,              0.0002476,              0.0002476
                     79,                0.64446,                0.48131,                0.99193,                0.86537,                0.80833,                0.88407,                0.67722,                0.97749,                0.78525,                 1.2061,              0.0002377,              0.0002377,              0.0002377
                     80,                0.65061,                0.48403,                0.99221,                0.83943,                0.83251,                0.88247,                0.66905,                0.99563,                 0.7859,                 1.2071,              0.0002278,              0.0002278,              0.0002278
                     81,                0.65412,                0.47341,                0.99316,                0.87755,                0.79775,                0.88427,                0.68213,                0.96307,                0.80634,                 1.1803,              0.0002179,              0.0002179,              0.0002179
                     82,                0.64852,                0.46968,                0.99252,                0.86199,                0.81027,                0.88112,                 0.6788,                0.96377,                 0.7942,                 1.1884,               0.000208,               0.000208,               0.000208
                     83,                0.62443,                0.45908,                0.97447,                0.84362,                0.84672,                 0.8825,                0.67558,                0.98272,                0.78105,                  1.199,              0.0001981,              0.0001981,              0.0001981
                     84,                0.62207,                  0.466,                0.97796,                0.84571,                0.83231,                0.88425,                0.67931,                0.97444,                0.79702,                 1.2064,              0.0001882,              0.0001882,              0.0001882
                     85,                0.61654,                0.45348,                0.97472,                0.83774,                0.84064,                0.88529,                0.67974,                0.96232,                0.80785,                 1.1947,              0.0001783,              0.0001783,              0.0001783
                     86,                0.60884,                0.43348,                 0.9699,                 0.8812,                0.80321,                0.88545,                0.68214,                0.96942,                0.80441,                 1.2028,              0.0001684,              0.0001684,              0.0001684
                     87,                0.61232,                0.43992,                0.97876,                0.88918,                0.78955,                0.88242,                 0.6764,                0.97175,                0.79918,                 1.1989,              0.0001585,              0.0001585,              0.0001585
                     88,                0.60728,                0.44436,                 0.9732,                0.86522,                0.82825,                0.88768,                0.68083,                0.97298,                0.81203,                 1.2113,              0.0001486,              0.0001486,              0.0001486
                     89,                0.60524,                0.44761,                0.97499,                0.88852,                0.80083,                0.88813,                0.67947,                0.97493,                0.80286,                 1.2131,              0.0001387,              0.0001387,              0.0001387
                     90,                0.60365,                0.44482,                0.97648,                0.86791,                 0.8296,                0.88581,                0.68259,                0.95688,                0.78221,                 1.1986,              0.0001288,              0.0001288,              0.0001288
                     91,                0.52005,                0.32402,                0.90627,                0.85296,                0.84963,                0.88941,                0.67948,                0.98152,                0.77201,                 1.2266,              0.0001189,              0.0001189,              0.0001189
                     92,                0.50816,                 0.3039,                 0.8991,                0.87923,                0.83546,                0.89392,                0.68623,                 0.9644,                0.76176,                 1.2124,               0.000109,               0.000109,               0.000109
                     93,                0.49448,                0.29639,                0.89382,                0.87035,                0.84437,                 0.8926,                0.68586,                0.96357,                0.76464,                 1.2137,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                0.48531,                0.29316,                0.89084,                0.88804,                0.82832,                0.89505,                0.68906,                0.96951,                0.74904,                  1.215,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.47542,                0.28618,                0.88158,                0.87708,                0.83205,                0.89482,                0.68724,                0.97137,                0.76938,                 1.2174,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.46302,                0.27117,                0.87828,                0.90274,                0.81408,                0.89708,                0.69183,                0.96707,                 0.7625,                  1.214,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                0.46316,                0.26995,                0.87637,                0.90431,                0.81827,                0.89391,                0.68925,                0.97345,                 0.7695,                 1.2228,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.45857,                0.27302,                0.88234,                0.86745,                0.84175,                0.89086,                0.68476,                0.97284,                0.76444,                 1.2209,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.45315,                0.26725,                0.87061,                0.89639,                0.82503,                0.89568,                 0.6886,                0.96955,                0.76626,                 1.2211,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                0.44612,                0.26277,                0.86787,                0.90544,                0.81189,                0.89676,                0.69399,                0.96495,                0.77417,                  1.219,               2.98e-05,               2.98e-05,               2.98e-05
